Entreprise,Date,Département,TypeTransaction,TypeDépense,Montant,DepartementID,Responsable,Client_Fournisseur,Projet,Année,Mois,Trimestre,YearMonth,AnnéeFiscale,JourSemaine,Montant_Signe,Semaine,JourAnnée
Tunisie Telecom,2023-08-31,Finance,Revenu,N/A,66650.221,DEPT007,Hassan Hammami,La Poste Tunisienne,Logistique_Courrier,2023,8,3,2023-08,2023,Thursday,66650.221,35,243
Tunisie Telecom,2025-06-23,Production,Dépense,Maintenance,18100.577,DEPT003,Henda Trabelsi,Fournisseur_Fibre_Optique,Services_Financiers,2025,6,2,2025-06,2025,Monday,-18100.577,26,174
Tunisie Telecom,2025-11-03,Finance,Dépense,Audit,6044.107,DEPT007,Mohamed Ben Salem,Entrepôt_TN_Sud,Contrat_International,2025,11,4,2025-11,2025,Monday,-6044.107,45,307
Tunisie Telecom,2025-04-11,Ventes,Revenu,N/A,75096.104,DEPT001,Khaled Sassi,UBCI,Migration_Cloud,2025,4,2,2025-04,2025,Friday,75096.104,15,101
Tunisie Telecom,2023-08-29,Production,Revenu,N/A,32463.625,DEPT003,Sonia Mansouri,BIAT,Salon_Tech,2023,8,3,2023-08,2023,Tuesday,32463.625,35,241
Tunisie Telecom,2024-09-13,Finance,Dépense,Audit,5283.879,DEPT007,Anis Kchaou,Centre_Formation_TN,Projet_Fibre_2023,2024,9,3,2024-09,2024,Friday,-5283.879,37,257
Tunisie Telecom,2025-07-12,R&D,Dépense,Développement,7431.515,DEPT004,Fatma Mansouri,Intérim_TN,Protection_IP,2025,7,3,2025-07,2025,Saturday,-7431.515,28,193
Tunisie Telecom,2023-02-06,Ressources Humaines,Dépense,Avantages,11842.475,DEPT005,Nader Ferchichi,Transporteur_Logistique,Support_Technique,2023,2,1,2023-02,2023,Monday,-11842.475,6,37
Tunisie Telecom,2023-10-11,Marketing,Revenu,N/A,16722.537,DEPT002,Karim Dahmani,La Poste Tunisienne,Matériel_Bureau,2023,10,4,2023-10,2023,Wednesday,16722.537,41,284
Tunisie Telecom,2023-06-24,Production,Dépense,Maintenance,8590.01,DEPT003,Sami Saidi,Helpdesk_TN,Campagne_4G_2023,2023,6,2,2023-06,2023,Saturday,-8590.01,25,175
Tunisie Telecom,2024-11-23,IT,Revenu,N/A,24573.506,DEPT006,Leila Ben Amor,Ministère TIC,Formation_Management,2024,11,4,2024-11,2024,Saturday,24573.506,47,328
Tunisie Telecom,2023-08-31,Marketing,Dépense,Campagnes,1334.216,DEPT002,Fatma Saidi,Employés_TT,Services_Titres,2023,8,3,2023-08,2023,Thursday,-1334.216,35,243
Tunisie Telecom,2025-11-05,Logistique,Dépense,Carburant,3605.692,DEPT008,Hassan Karray,Laboratoire_Télécom_TN,Stratégie_2023,2025,11,4,2025-11,2025,Wednesday,-3605.692,45,309
Tunisie Telecom,2023-03-23,Ressources Humaines,Revenu,N/A,37537.551,DEPT005,Aicha Ben Salem,Tunisair,Projet_Digitalisation,2023,3,1,2023-03,2023,Thursday,37537.551,12,82
Tunisie Telecom,2023-11-17,Ventes,Revenu,N/A,61535.479,DEPT001,Nadia Mejri,Banque_Tunisie,Transformation_Digitale,2023,11,4,2023-11,2023,Friday,61535.479,46,321
Tunisie Telecom,2023-03-23,Ressources Humaines,Dépense,Salaires,6319.379,DEPT005,Marwa Jebali,Agence_Events_TN,Commissions_Q2,2023,3,1,2023-03,2023,Thursday,-6319.379,12,82
Tunisie Telecom,2023-01-13,Ressources Humaines,Dépense,Événements internes,1102.067,DEPT005,Hanen Masmoudi,Bureau_Plus_TN,Déploiement_Réseau,2023,1,1,2023-01,2023,Friday,-1102.067,2,13
Tunisie Telecom,2023-04-07,Ressources Humaines,Dépense,Événements internes,4168.304,DEPT005,Yasmine Hammami,HP_Tunisie,Services_Titres,2023,4,2,2023-04,2023,Friday,-4168.304,14,97
Tunisie Telecom,2024-02-13,Finance,Revenu,N/A,51032.108,DEPT007,Fatma Trabelsi,Amen Bank,Infrastructure_Télécom,2024,2,1,2024-02,2024,Tuesday,51032.108,7,44
Tunisie Telecom,2025-05-08,Production,Dépense,Main d'œuvre,12850.828,DEPT003,Faten Lahmar,INNORPI,Matériel_Emballage,2025,5,2,2025-05,2025,Thursday,-12850.828,19,128
Tunisie Telecom,2025-05-09,R&D,Dépense,Brevets,24203.619,DEPT004,Mohamed Trabelsi,HP_Tunisie,Serveurs_Infrastructure,2025,5,2,2025-05,2025,Friday,-24203.619,19,129
Tunisie Telecom,2024-11-30,Ressources Humaines,Dépense,Formation,18390.496,DEPT005,Leila Dahmani,TNT_Express,Salaires_Janvier,2024,11,4,2024-11,2024,Saturday,-18390.496,48,335
Tunisie Telecom,2025-03-15,R&D,Dépense,Recherche,2581.645,DEPT004,Hassan Guesmi,HP_Tunisie,Recrutement_2023,2025,3,1,2025-03,2025,Saturday,-2581.645,11,74
Tunisie Telecom,2025-05-13,Production,Dépense,Maintenance,10402.138,DEPT003,Aicha Zouari,Kaspersky_TN,Salaires_Janvier,2025,5,2,2025-05,2025,Tuesday,-10402.138,20,133
Tunisie Telecom,2023-06-05,R&D,Revenu,N/A,62304.757,DEPT004,Ali Ferchichi,Huawei Tunisie,Salon_Tech,2023,6,2,2023-06,2023,Monday,62304.757,23,156
Tunisie Telecom,2025-01-01,Ressources Humaines,Dépense,Salaires,20313.886,DEPT005,Asma Sassi,Cabinet_Consulting_TN,Protection_IP,2025,1,1,2025-01,2025,Wednesday,-20313.886,1,1
Tunisie Telecom,2023-10-28,Logistique,Revenu,N/A,49253.264,DEPT008,Rim Mejri,Ministère TIC,Projet_Entreprise_2023,2023,10,4,2023-10,2023,Saturday,49253.264,43,301
Tunisie Telecom,2023-05-20,Finance,Dépense,Formation,21708.518,DEPT007,Khadija Mansouri,Fournisseur_Fibre_Optique,Cotisations_Sociales,2023,5,2,2023-05,2023,Saturday,-21708.518,20,140
Tunisie Telecom,2025-08-10,Ventes,Dépense,Formation,17673.661,DEPT001,Omar Ben Amor,Deloitte_Tunisie,Salaires_Janvier,2025,8,3,2025-08,2025,Sunday,-17673.661,32,222
Tunisie Telecom,2025-09-15,Logistique,Revenu,N/A,63212.866,DEPT008,Imen Masmoudi,Ministère TIC,Projet_Fibre_2023,2025,9,3,2025-09,2025,Monday,63212.866,38,258
Tunisie Telecom,2024-03-04,Production,Dépense,Énergie,2026.447,DEPT003,Khaled Ben Salem,Deloitte_Tunisie,Salaires_Janvier,2024,3,1,2024-03,2024,Monday,-2026.447,10,64
Tunisie Telecom,2023-07-06,Ventes,Revenu,N/A,65323.995,DEPT001,Mohamed Ben Ali,La Poste Tunisienne,Déploiement_Réseau,2023,7,3,2023-07,2023,Thursday,65323.995,27,187
Tunisie Telecom,2023-11-20,Logistique,Revenu,N/A,74071.173,DEPT008,Sana Ferchichi,BIAT,Services_Titres,2023,11,4,2023-11,2023,Monday,74071.173,47,324
Tunisie Telecom,2025-08-04,Marketing,Dépense,Design,24700.503,DEPT002,Aicha Zouari,Agence_Créative_TN,Projet_Logistique_2023,2025,8,3,2025-08,2025,Monday,-24700.503,32,216
Tunisie Telecom,2025-03-18,Ventes,Revenu,N/A,54547.443,DEPT001,Rania Jaziri,Maroc Telecom,Conseil_Stratégique,2025,3,1,2025-03,2025,Tuesday,54547.443,12,77
Tunisie Telecom,2024-11-22,Finance,Dépense,Logiciels,13449.378,DEPT007,Asma Saidi,Centre_Formation_Ventes,Campagne_Digitale_Q4,2024,11,4,2024-11,2024,Friday,-13449.378,47,327
Tunisie Telecom,2024-06-11,Logistique,Dépense,Maintenance,18395.045,DEPT008,Ali Oueslati,CNSS,Fournitures_Bureau,2024,6,2,2024-06,2024,Tuesday,-18395.045,24,163
Tunisie Telecom,2023-01-07,R&D,Revenu,N/A,77384.008,DEPT004,Faten Nciri,Libyana,Serveurs_Infrastructure,2023,1,1,2023-01,2023,Saturday,77384.008,1,7
Tunisie Telecom,2023-03-01,IT,Dépense,Support,2345.225,DEPT006,Slim Hammami,ISG_Tunis,Services_Financiers,2023,3,1,2023-03,2023,Wednesday,-2345.225,9,60
Tunisie Telecom,2025-08-24,Ventes,Dépense,Commissions,3990.118,DEPT001,Omar Ben Amor,Agence_Digital_TN,Projet_Fibre_2023,2025,8,3,2025-08,2025,Sunday,-3990.118,34,236
Tunisie Telecom,2025-11-15,Ventes,Dépense,Formation,20199.64,DEPT001,Wael Dahmani,TNT_Express,Projet_Entreprise_2023,2025,11,4,2025-11,2025,Saturday,-20199.64,46,319
Tunisie Telecom,2023-01-15,Production,Dépense,Énergie,15008.802,DEPT003,Ahmed Lahmar,Azure_Tunisie,Formation_Management,2023,1,1,2023-01,2023,Sunday,-15008.802,2,15
Tunisie Telecom,2025-11-29,Logistique,Dépense,Transport,22182.421,DEPT008,Hanen Guesmi,Entrepôt_TN_Sud,Transport_Express,2025,11,4,2025-11,2025,Saturday,-22182.421,48,333
Tunisie Telecom,2024-12-05,Marketing,Dépense,Campagnes,22548.628,DEPT002,Henda Ferchichi,Agence_Events_TN,Partenariat_Recherche,2024,12,4,2024-12,2024,Thursday,-22548.628,49,340
Tunisie Telecom,2023-12-14,Ventes,Dépense,Commissions,1422.461,DEPT001,Khadija Zouari,Total_Tunisie,Support_Technique,2023,12,4,2023-12,2023,Thursday,-1422.461,50,348
Tunisie Telecom,2023-09-22,Ventes,Revenu,N/A,56021.637,DEPT001,Zied Kchaou,Maroc Telecom,Fournitures_Bureau,2023,9,3,2023-09,2023,Friday,56021.637,38,265
Tunisie Telecom,2023-04-03,IT,Dépense,Sécurité,18515.199,DEPT006,Faten Trabelsi,Transporteur_TN_1,Campagne_Digitale_Q4,2023,4,2,2023-04,2023,Monday,-18515.199,14,93
Tunisie Telecom,2023-06-04,Logistique,Revenu,N/A,67197.708,DEPT008,Slim Jebali,Nokia Tunisie,Services_Cloud,2023,6,2,2023-06,2023,Sunday,67197.708,22,155
Tunisie Telecom,2023-11-01,Ressources Humaines,Dépense,Événements internes,6078.573,DEPT005,Marwa Bouaziz,ISG_Tunis,Services_Titres,2023,11,4,2023-11,2023,Wednesday,-6078.573,44,305
Tunisie Telecom,2024-06-10,Production,Revenu,N/A,41080.106,DEPT003,Yasmine Chaabane,Libyana,Licences_ERP,2024,6,2,2024-06,2024,Monday,41080.106,24,162
Tunisie Telecom,2024-07-29,Ventes,Dépense,Déplacements,13878.005,DEPT001,Salma Zouari,Carton_Tunisie,Matériel_Bureau,2024,7,3,2024-07,2024,Monday,-13878.005,31,211
Tunisie Telecom,2025-03-08,IT,Dépense,Support,7576.857,DEPT006,Rania Jebali,Palais_Congrès_TN,Formation_Employés,2025,3,1,2025-03,2025,Saturday,-7576.857,10,67
Tunisie Telecom,2025-10-18,Production,Dépense,Matières premières,23684.245,DEPT003,Fatma Oueslati,Université_Mannouba,Service_Bancaire_2023,2025,10,4,2025-10,2025,Saturday,-23684.245,42,291
Tunisie Telecom,2025-06-20,IT,Dépense,Support,3115.343,DEPT006,Aymen Zouari,Centre_Etudes_Telecom,Migration_Cloud,2025,6,2,2025-06,2025,Friday,-3115.343,25,171
Tunisie Telecom,2023-05-09,Marketing,Dépense,Digital,9670.693,DEPT002,Sirine Masmoudi,Agence_Pub_Media,Transport_Express,2023,5,2,2023-05,2023,Tuesday,-9670.693,19,129
Tunisie Telecom,2024-02-20,Ressources Humaines,Revenu,N/A,69768.606,DEPT005,Amel Dahmani,Amen Bank,Carburant_Flotte,2024,2,1,2024-02,2024,Tuesday,69768.606,8,51
Tunisie Telecom,2023-01-09,Marketing,Dépense,Digital,14726.661,DEPT002,Aymen Ben Amor,Hotel_Lac_Tunis,Services_Financiers,2023,1,1,2023-01,2023,Monday,-14726.661,2,9
Tunisie Telecom,2025-04-15,Marketing,Dépense,Campagnes,1746.916,DEPT002,Amine Sassi,Bureau_Plus_TN,Tests_Equipement,2025,4,2,2025-04,2025,Tuesday,-1746.916,16,105
Tunisie Telecom,2025-12-31,R&D,Dépense,Brevets,8628.138,DEPT004,Tarek Chaabane,Transport_TN,Recrutement_2023,2025,12,4,2025-12,2025,Wednesday,-8628.138,1,365
Tunisie Telecom,2023-09-19,Ressources Humaines,Dépense,Formation,2831.979,DEPT005,Imen Guesmi,ISG_Tunis,Projet_Fibre_2023,2023,9,3,2023-09,2023,Tuesday,-2831.979,38,262
Tunisie Telecom,2024-11-14,Production,Dépense,Maintenance,1703.728,DEPT003,Khadija Nciri,Radio_Télé_TN,Campagne_Marketing_Eté,2024,11,4,2024-11,2024,Thursday,-1703.728,46,319
Tunisie Telecom,2024-01-15,Finance,Dépense,Formation,10873.672,DEPT007,Tarek Sassi,Centre_Etudes_Telecom,Services_Cloud,2024,1,1,2024-01,2024,Monday,-10873.672,3,15
Tunisie Telecom,2025-03-15,Production,Dépense,Main d'œuvre,24273.9,DEPT003,Fatma Ben Ali,Intérim_TN,Support_Technique,2025,3,1,2025-03,2025,Saturday,-24273.9,11,74
Tunisie Telecom,2023-06-27,Logistique,Dépense,Maintenance,1590.961,DEPT008,Amine Sassi,Radio_Télé_TN,Support_Technique,2023,6,2,2023-06,2023,Tuesday,-1590.961,26,178
Tunisie Telecom,2025-06-03,Production,Dépense,Matières premières,17761.919,DEPT003,Karim Mejri,Helpdesk_TN,Déploiement_Réseau,2025,6,2,2025-06,2025,Tuesday,-17761.919,23,154
Tunisie Telecom,2024-07-15,Logistique,Revenu,N/A,47506.291,DEPT008,Imen Zouari,Libyana,Transport_Express,2024,7,3,2024-07,2024,Monday,47506.291,29,197
Tunisie Telecom,2023-09-17,Marketing,Revenu,N/A,54173.196,DEPT002,Salma Bouaziz,Ooredoo Tunisie,Projet_Digitalisation,2023,9,3,2023-09,2023,Sunday,54173.196,37,260
Tunisie Telecom,2023-02-13,Finance,Dépense,Fournitures,2531.032,DEPT007,Omar Bouaziz,Intérim_TN,Maintenance_Véhicules,2023,2,1,2023-02,2023,Monday,-2531.032,7,44
Tunisie Telecom,2024-02-04,IT,Revenu,N/A,10245.523,DEPT006,Aymen Jebali,Nokia Tunisie,Salon_Tech,2024,2,1,2024-02,2024,Sunday,10245.523,5,35
Tunisie Telecom,2023-01-14,R&D,Revenu,N/A,14496.607,DEPT004,Sana Ben Amor,Tunisair,Salon_Tech,2023,1,1,2023-01,2023,Saturday,14496.607,2,14
Tunisie Telecom,2023-08-06,Finance,Revenu,N/A,20097.891,DEPT007,Hedi Tlili,Huawei Tunisie,Logistique_Industrielle,2023,8,3,2023-08,2023,Sunday,20097.891,31,218
Tunisie Telecom,2025-04-10,Ressources Humaines,Dépense,Événements internes,909.03,DEPT005,Rania Saidi,Transport_TN,Salon_Tech,2025,4,2,2025-04,2025,Thursday,-909.03,15,100
Tunisie Telecom,2023-03-01,Marketing,Revenu,N/A,68345.697,DEPT002,Nadia Dahmani,Ericsson Tunisie,Serveurs_Infrastructure,2023,3,1,2023-03,2023,Wednesday,68345.697,9,60
Tunisie Telecom,2024-06-10,Logistique,Dépense,Emballage,15625.663,DEPT008,Karim Mejri,Centre_Etudes_Telecom,Campagne_Marketing_Eté,2024,6,2,2024-06,2024,Monday,-15625.663,24,162
Tunisie Telecom,2023-05-18,IT,Dépense,Cloud,15899.938,DEPT006,Aicha Kchaou,Palais_Congrès_TN,Contrat_International,2023,5,2,2023-05,2023,Thursday,-15899.938,20,138
Tunisie Telecom,2023-10-24,Finance,Revenu,N/A,23901.816,DEPT007,Wael Jaziri,Ericsson Tunisie,Transport_Express,2023,10,4,2023-10,2023,Tuesday,23901.816,43,297
Tunisie Telecom,2024-05-23,Ventes,Dépense,Événements,22946.011,DEPT001,Amel Ben Amor,SSII_Tunisie,Infrastructure_Télécom,2024,5,2,2024-05,2024,Thursday,-22946.011,21,144
Tunisie Telecom,2024-07-10,Ventes,Dépense,Déplacements,11076.237,DEPT001,Aymen Ben Ali,Palais_Congrès_TN,Transformation_Digitale,2024,7,3,2024-07,2024,Wednesday,-11076.237,28,192
Tunisie Telecom,2023-02-10,R&D,Dépense,Tests,3831.046,DEPT004,Tarek Mansouri,Cabinet_Audit_TN,Carburant_Flotte,2023,2,1,2023-02,2023,Friday,-3831.046,6,41
Tunisie Telecom,2025-12-22,IT,Dépense,Logiciels,5848.351,DEPT006,Nadia Oueslati,Azure_Tunisie,Serveurs_Infrastructure,2025,12,4,2025-12,2025,Monday,-5848.351,52,356
Tunisie Telecom,2023-01-28,IT,Revenu,N/A,15696.952,DEPT006,Mouna Karray,Carthage_Cement,Déploiement_Réseau,2023,1,1,2023-01,2023,Saturday,15696.952,4,28
Tunisie Telecom,2024-03-14,R&D,Dépense,Développement,5620.533,DEPT004,Tarek Jaziri,Helpdesk_TN,Tests_Equipement,2024,3,1,2024-03,2024,Thursday,-5620.533,11,74
Tunisie Telecom,2024-06-28,Finance,Dépense,Fournitures,21299.503,DEPT007,Slim Hammami,Dell_Tunisie,Transport_Équipement,2024,6,2,2024-06,2024,Friday,-21299.503,26,180
Tunisie Telecom,2023-07-08,Finance,Dépense,Formation,7946.43,DEPT007,Amine Hammami,Deloitte_Tunisie,Partenariat_R&D,2023,7,3,2023-07,2023,Saturday,-7946.43,27,189
Tunisie Telecom,2024-09-09,Production,Dépense,Matières premières,15476.29,DEPT003,Faten Mejri,Microsoft_Tunisie,Audit_Externe,2024,9,3,2024-09,2024,Monday,-15476.29,37,253
Tunisie Telecom,2023-06-30,Logistique,Revenu,N/A,59795.921,DEPT008,Wael Tlili,Tunisair,Tests_Equipement,2023,6,2,2023-06,2023,Friday,59795.921,26,181
Tunisie Telecom,2023-12-03,Production,Dépense,Main d'œuvre,9126.86,DEPT003,Tarek Nciri,Laboratoire_Télécom_TN,Salon_Tech,2023,12,4,2023-12,2023,Sunday,-9126.86,48,337
Tunisie Telecom,2023-09-22,Marketing,Revenu,N/A,71620.572,DEPT002,Anis Jaziri,Huawei Tunisie,Cotisations_Sociales,2023,9,3,2023-09,2023,Friday,71620.572,38,265
Tunisie Telecom,2023-12-04,IT,Revenu,N/A,78021.77,DEPT006,Rim Sassi,BH Bank,Logistique_Industrielle,2023,12,4,2023-12,2023,Monday,78021.77,49,338
Tunisie Telecom,2024-03-06,Ressources Humaines,Dépense,Événements internes,20095.83,DEPT005,Salma Guesmi,Total_Tunisie,Audit_Externe,2024,3,1,2024-03,2024,Wednesday,-20095.83,10,66
Tunisie Telecom,2025-05-02,R&D,Dépense,Recherche,21941.857,DEPT004,Khadija Oueslati,Cisco_Tunisie,Partenariat_Recherche,2025,5,2,2025-05,2025,Friday,-21941.857,18,122
Tunisie Telecom,2025-09-12,Logistique,Revenu,N/A,41334.12,DEPT008,Hassan Oueslati,Ooredoo Tunisie,Stratégie_2023,2025,9,3,2025-09,2025,Friday,41334.12,37,255
Tunisie Telecom,2023-07-13,Marketing,Revenu,N/A,55999.689,DEPT002,Mohamed Ben Ali,Banque_Tunisie,Recrutement_2023,2023,7,3,2023-07,2023,Thursday,55999.689,28,194
Tunisie Telecom,2024-12-25,Ressources Humaines,Dépense,Événements internes,7500.304,DEPT005,Mohamed Hammami,Kaspersky_TN,Services_Titres,2024,12,4,2024-12,2024,Wednesday,-7500.304,52,360
Tunisie Telecom,2024-05-13,Production,Revenu,N/A,78854.483,DEPT003,Wael Bouaziz,Ooredoo Tunisie,Campagne_Marketing_Eté,2024,5,2,2024-05,2024,Monday,78854.483,20,134
Tunisie Telecom,2023-03-04,Ventes,Revenu,N/A,27109.894,DEPT001,Salma Ferchichi,Huawei Tunisie,Serveurs_Infrastructure,2023,3,1,2023-03,2023,Saturday,27109.894,9,63
Tunisie Telecom,2024-02-18,Ressources Humaines,Revenu,N/A,65873.898,DEPT005,Khadija Hammami,Banque_Tunisie,Développement_App,2024,2,1,2024-02,2024,Sunday,65873.898,7,49
Tunisie Telecom,2024-01-26,Production,Dépense,Matières premières,8194.775,DEPT003,Leila Gharbi,Ericsson_Services,Transport_Express,2024,1,1,2024-01,2024,Friday,-8194.775,4,26
Tunisie Telecom,2024-08-12,Production,Dépense,Transport,17193.792,DEPT003,Rania Zouari,Agence_Pub_Media,Sécurité_Informatique,2024,8,3,2024-08,2024,Monday,-17193.792,33,225
Tunisie Telecom,2023-02-06,Ressources Humaines,Dépense,Recrutement,21838.878,DEPT005,Sami Saidi,Helpdesk_TN,Carburant_Flotte,2023,2,1,2023-02,2023,Monday,-21838.878,6,37
Tunisie Telecom,2025-09-09,Finance,Dépense,Formation,11124.489,DEPT007,Wael Bouaziz,AWS_Tunisie,Projet_Fibre_2023,2025,9,3,2025-09,2025,Tuesday,-11124.489,37,252
Tunisie Telecom,2024-09-23,IT,Revenu,N/A,23937.067,DEPT006,Youssef Dahmani,Huawei Tunisie,Transport_Équipement,2024,9,3,2024-09,2024,Monday,23937.067,39,267
Tunisie Telecom,2023-02-15,R&D,Dépense,Développement,5794.851,DEPT004,Leila Jebali,Laboratoire_Télécom_TN,Partenariat_Recherche,2023,2,1,2023-02,2023,Wednesday,-5794.851,7,46
Tunisie Telecom,2023-07-28,R&D,Revenu,N/A,47463.187,DEPT004,Mohamed Rezgui,UBCI,Partenariat_Recherche,2023,7,3,2023-07,2023,Friday,47463.187,30,209
Tunisie Telecom,2023-08-25,Production,Dépense,Main d'œuvre,18577.73,DEPT003,Mohamed Gharbi,Agence_Recrutement_TN,Maintenance_Véhicules,2023,8,3,2023-08,2023,Friday,-18577.73,34,237
Tunisie Telecom,2025-12-29,Production,Dépense,Main d'œuvre,18642.404,DEPT003,Leila Ben Ali,Radio_Télé_TN,Migration_Cloud,2025,12,4,2025-12,2025,Monday,-18642.404,1,363
Tunisie Telecom,2025-03-12,Ventes,Revenu,N/A,29744.012,DEPT001,Omar Lahmar,Huawei Tunisie,Cotisations_Sociales,2025,3,1,2025-03,2025,Wednesday,29744.012,11,71
Tunisie Telecom,2024-12-29,R&D,Dépense,Développement,18023.285,DEPT004,Amel Kchaou,INNORPI,Protection_IP,2024,12,4,2024-12,2024,Sunday,-18023.285,52,364
Tunisie Telecom,2023-08-14,IT,Revenu,N/A,12521.74,DEPT006,Yasmine Mejri,Union_Bancaire,Campagne_Marketing_Eté,2023,8,3,2023-08,2023,Monday,12521.74,33,226
Tunisie Telecom,2023-04-04,Marketing,Revenu,N/A,71815.052,DEPT002,Khadija Zouari,Tunisair,Campagne_Marketing_Eté,2023,4,2,2023-04,2023,Tuesday,71815.052,14,94
Tunisie Telecom,2023-10-21,IT,Dépense,Cloud,13710.044,DEPT006,Slim Guesmi,McKinsey_Tunisie,Serveurs_Infrastructure,2023,10,4,2023-10,2023,Saturday,-13710.044,42,294
Tunisie Telecom,2023-08-04,R&D,Dépense,Développement,3264.2,DEPT004,Ali Jaziri,STEG,Logistique_Courrier,2023,8,3,2023-08,2023,Friday,-3264.2,31,216
Tunisie Telecom,2023-12-18,Marketing,Dépense,Publicité,7528.712,DEPT002,Henda Rezgui,Intérim_TN,Partenariat_R&D,2023,12,4,2023-12,2023,Monday,-7528.712,51,352
Tunisie Telecom,2023-01-27,Logistique,Revenu,N/A,7853.083,DEPT008,Anis Jaziri,Huawei Tunisie,Protection_IP,2023,1,1,2023-01,2023,Friday,7853.083,4,27
Tunisie Telecom,2023-03-24,Logistique,Revenu,N/A,53004.398,DEPT008,Marwen Rezgui,Orange Tunisie,Fournitures_Bureau,2023,3,1,2023-03,2023,Friday,53004.398,12,83
Tunisie Telecom,2023-01-11,IT,Dépense,Cloud,12705.472,DEPT006,Nadia Mejri,STEG,Conseil_Stratégique,2023,1,1,2023-01,2023,Wednesday,-12705.472,2,11
Tunisie Telecom,2023-05-03,Production,Revenu,N/A,29792.678,DEPT003,Henda Nciri,Ericsson Tunisie,Partenariat_R&D,2023,5,2,2023-05,2023,Wednesday,29792.678,18,123
Tunisie Telecom,2025-05-08,Marketing,Dépense,Design,11566.22,DEPT002,Amel Ferchichi,HP_Tunisie,Projet_Digitalisation,2025,5,2,2025-05,2025,Thursday,-11566.22,19,128
Tunisie Telecom,2024-01-21,IT,Dépense,Sécurité,5333.301,DEPT006,Wael Ben Ali,Carton_Tunisie,Formation_Management,2024,1,1,2024-01,2024,Sunday,-5333.301,3,21
Tunisie Telecom,2024-12-29,Ressources Humaines,Revenu,N/A,53983.213,DEPT005,Amine Zouari,Huawei Tunisie,Matériel_Emballage,2024,12,4,2024-12,2024,Sunday,53983.213,52,364
Tunisie Telecom,2025-08-01,Ventes,Revenu,N/A,59575.39,DEPT001,Ahmed Jebali,Huawei Tunisie,Recrutement_2023,2025,8,3,2025-08,2025,Friday,59575.39,31,213
Tunisie Telecom,2024-10-07,Production,Revenu,N/A,10298.701,DEPT003,Khaled Jaziri,Ministère TIC,Logistique_Industrielle,2024,10,4,2024-10,2024,Monday,10298.701,41,281
Tunisie Telecom,2024-08-18,Ventes,Revenu,N/A,56796.309,DEPT001,Sonia Zouari,Attijari Bank,Séminaire_Entreprise,2024,8,3,2024-08,2024,Sunday,56796.309,33,231
Tunisie Telecom,2024-11-20,Marketing,Dépense,Digital,1666.816,DEPT002,Ahmed Hammami,Total_Tunisie,Création_Graphique,2024,11,4,2024-11,2024,Wednesday,-1666.816,47,325
Tunisie Telecom,2023-01-16,Production,Dépense,Matières premières,3097.344,DEPT003,Ahmed Masmoudi,Facebook_Ads_TN,Campagne_Marketing_Eté,2023,1,1,2023-01,2023,Monday,-3097.344,3,16
Tunisie Telecom,2023-04-10,R&D,Dépense,Tests,15595.18,DEPT004,Hedi Zouari,Palais_Congrès_TN,Commissions_Q2,2023,4,2,2023-04,2023,Monday,-15595.18,15,100
Tunisie Telecom,2023-09-07,Finance,Dépense,Audit,3315.89,DEPT007,Slim Mejri,Intérim_TN,Transport_Équipement,2023,9,3,2023-09,2023,Thursday,-3315.89,36,250
Tunisie Telecom,2024-08-04,Marketing,Revenu,N/A,21065.92,DEPT002,Sana Lahmar,Ministère TIC,Contrat_International,2024,8,3,2024-08,2024,Sunday,21065.92,31,217
Tunisie Telecom,2024-04-18,Finance,Revenu,N/A,14134.647,DEPT007,Khadija Mansouri,STB,Audit_Externe,2024,4,2,2024-04,2024,Thursday,14134.647,16,109
Tunisie Telecom,2024-12-28,IT,Dépense,Logiciels,8349.866,DEPT006,Leila Karray,STEG,Contrat_International,2024,12,4,2024-12,2024,Saturday,-8349.866,52,363
Tunisie Telecom,2025-08-29,R&D,Dépense,Recherche,22187.387,DEPT004,Zied Jebali,Microsoft_Tunisie,Maintenance_Réseau,2025,8,3,2025-08,2025,Friday,-22187.387,35,241
Tunisie Telecom,2024-07-06,Finance,Revenu,N/A,26293.476,DEPT007,Henda Bouaziz,Carthage_Cement,Service_Bancaire_2023,2024,7,3,2024-07,2024,Saturday,26293.476,27,188
Tunisie Telecom,2025-12-11,IT,Revenu,N/A,61197.713,DEPT006,Ali Kchaou,STB,Campagne_Marketing_Eté,2025,12,4,2025-12,2025,Thursday,61197.713,50,345
Tunisie Telecom,2024-03-10,IT,Dépense,Cloud,15241.008,DEPT006,Khaled Chaabane,HP_Tunisie,Services_Financiers,2024,3,1,2024-03,2024,Sunday,-15241.008,10,70
Tunisie Telecom,2025-10-04,IT,Dépense,Cloud,11543.778,DEPT006,Hanen Tlili,Azure_Tunisie,Transformation_Digitale,2025,10,4,2025-10,2025,Saturday,-11543.778,40,277
Tunisie Telecom,2025-02-20,Finance,Dépense,Logiciels,2427.281,DEPT007,Nadia Ferchichi,Agence_Digital_TN,Développement_App,2025,2,1,2025-02,2025,Thursday,-2427.281,8,51
Tunisie Telecom,2025-08-20,Production,Dépense,Main d'œuvre,20372.603,DEPT003,Rania Nciri,Entrepôt_TN_Sud,Service_Bancaire_2023,2025,8,3,2025-08,2025,Wednesday,-20372.603,34,232
