id,produit,categorie,quantite,prix_unitaire,remise,region,date_vente,client,type_client,revenu_client,anciennete_client,canal_vente,moyen_paiement,satisfaction_client
2da89f62-56be-457c-ba2a-8b4d1be36389,Imprimante,Électronique,4,1292.84,0.04,Tunis,2024-10-13,Rémy-Frédéric Normand,Entreprise,5284.46,10,en ligne,Carte bancaire,4
b10ea494-a040-436d-a87e-9f34350e67d7,Clavier,Informatique,4,1453.94,0.14,Sousse,2024-08-07,Louise Guillon,Particulier,6138.75,0,revendeur,Virement,1
c75e7ce1-3972-44ff-b945-527a032fae14,Ordinateur,Informatique,6,1630.29,0.2,Tunis,2024-11-02,Constance Rémy,Particulier,9809.1,1,revendeur,Chèque,3
9118f605-c5a5-4025-a195-c3e864e44eea,Écran,Électronique,8,1492.18,0.2,Nabeul,2025-04-30,Susanne Techer,Entreprise,8710.03,6,revendeur,Chèque,4
47517cfe-3d06-4abf-a12c-380c5045a772,Imprimante,Informatique,5,758.22,0.06,Sousse,2025-01-01,Guy Gaudin,Particulier,4929.38,5,en ligne,Espèces,4
b7824014-e55e-4847-85d0-d04297650299,Ordinateur,Informatique,7,1627.78,0.01,Gabès,2024-09-07,Élodie Clerc,Entreprise,2974.22,0,revendeur,Espèces,4
0245515a-0987-42cb-88a2-fb5b5adea424,Téléphone,Bureautique,9,822.54,0.02,Gabès,2025-03-24,François Le Gall-Langlois,Entreprise,3602.96,1,magasin,Espèces,4
fa00b6f1-55c7-4007-a3dc-2b233b2fbc62,Écran,Électronique,3,1735.59,0.14,Tunis,2025-02-08,André Le Thierry,Entreprise,7671.78,10,magasin,Chèque,4
e468b9c0-2714-4fa0-814c-71f5bcc319c1,Tablette,Informatique,5,1741.69,0.19,Sfax,2025-06-15,Océane Vidal du Lacombe,Particulier,4841.44,8,en ligne,Chèque,2
a669e941-128a-4ddf-a61d-19271daf218e,Imprimante,Informatique,2,800.12,0.19,Gabès,2025-04-20,Noémi-Éléonore Pascal,Entreprise,9893.72,8,magasin,Carte bancaire,2
e4f67dfe-f18f-409e-9a64-4ba99a549e16,Imprimante,Bureautique,3,1630.37,0.16,Sousse,2024-07-10,Adélaïde Lefort,Entreprise,8415.56,8,en ligne,Virement,1
d9e1fbc2-592f-4b36-9414-c33df0664242,Imprimante,Informatique,7,927.24,0.14,Tunis,2025-05-18,Thomas Le Maréchal,Entreprise,3578.56,5,magasin,Carte bancaire,2
748c1b0b-6772-4f0a-b6f1-00901502511e,Clavier,Électronique,8,809.68,0.12,Sousse,2024-08-01,Thibault Le Adam,Entreprise,9049.87,3,revendeur,Carte bancaire,2
51960832-65f9-48b8-8daf-b4f6545e68c2,Tablette,Informatique,10,1108.74,0.1,Sousse,2024-10-09,Alexandre Gautier,Entreprise,8129.18,4,en ligne,Chèque,1
a7a4aa27-e4c1-48a3-8b06-2bff340d7538,Écran,Électronique,10,1663.91,0.0,Tunis,2025-05-25,Martin Hubert,Particulier,7858.62,3,en ligne,Carte bancaire,5
296ce448-51d0-417c-b580-298ead50928a,Écran,Bureautique,8,139.16,0.15,Gabès,2025-01-02,Alix Marie,Entreprise,6854.44,3,magasin,Carte bancaire,1
bcb0764e-37a3-4718-9276-98d708cfd18b,Tablette,Électronique,10,1719.12,0.08,Sousse,2024-07-31,Benoît Le Goff,Entreprise,1397.03,6,magasin,Chèque,4
de4a9755-1934-46e9-a2a1-6909037d0cd8,Téléphone,Bureautique,3,1079.58,0.13,Nabeul,2024-09-20,Zoé Petit-Chrétien,Entreprise,7553.89,9,magasin,Virement,2
3bd41779-fc86-496a-8ff0-e2d842ab734e,Écran,Informatique,2,1272.78,0.07,Sfax,2024-09-02,Honoré Vasseur-Deschamps,Entreprise,5888.11,1,en ligne,Chèque,3
01ae7487-c43d-49b5-9d72-6040b7538ab1,Écran,Bureautique,5,1099.92,0.03,Gabès,2024-12-11,Benjamin Gaudin,Particulier,6192.25,2,magasin,Espèces,1
0ae7fb0d-ea4a-4ea8-b4f3-036ca2d8752d,Ordinateur,Informatique,9,360.2,0.04,Gabès,2025-02-09,Bernadette Dumont,Entreprise,2588.36,10,revendeur,Carte bancaire,4
c66e0e5d-3940-4b0e-8ca7-1908dfee39c9,Imprimante,Électronique,8,206.11,0.08,Nabeul,2025-04-26,Susanne Delmas,Entreprise,2665.91,3,revendeur,Espèces,1
e4f06254-f2dc-40b9-b587-24c2849d4014,Téléphone,Informatique,9,1860.82,0.1,Tunis,2024-06-29,Madeleine-Adélaïde Masson,Particulier,6570.77,3,magasin,Chèque,4
b1b99369-7ad3-4ba2-8f45-46c79a422954,Écran,Bureautique,9,1780.1,0.17,Tunis,2024-08-10,Amélie David,Particulier,9322.71,3,magasin,Espèces,5
6909e65a-3e4f-4b8c-b0e6-8673b172e071,Imprimante,Informatique,8,1075.46,0.13,Sousse,2025-03-08,Laurent Reynaud,Particulier,5322.85,10,en ligne,Carte bancaire,2
9cd21066-2032-4c3d-981c-212f3e0d9646,Clavier,Électronique,4,987.04,0.0,Gabès,2024-07-12,Emmanuelle Hubert,Particulier,9057.47,9,magasin,Virement,5
760ab2aa-1a07-4729-9a04-b27202bdd4ed,Tablette,Informatique,8,861.41,0.07,Tunis,2024-11-18,Louis Ruiz,Entreprise,9721.6,0,revendeur,Carte bancaire,3
fa69880b-aa9c-4f26-9c10-0ca6e8a4996a,Écran,Bureautique,2,470.36,0.15,Tunis,2025-03-07,Nicolas de Masse,Particulier,8256.72,3,revendeur,Chèque,5
6759abc7-cc58-408c-b465-08fcb046c5eb,Imprimante,Bureautique,4,411.58,0.12,Nabeul,2025-06-12,Marc-Adrien Bernier,Particulier,4579.36,9,magasin,Virement,3
c602a511-344b-4bb1-b16d-ce90fa8244ec,Clavier,Électronique,7,451.73,0.13,Sfax,2024-06-25,Philippe Guyon,Particulier,3329.8,5,magasin,Espèces,4
9ca24ebf-b4ac-4bb8-9941-871963aec91e,Écran,Bureautique,6,1644.72,0.15,Bizerte,2025-02-14,Aimée Lemonnier,Entreprise,7704.21,4,magasin,Virement,3
cda97914-c50a-4224-b3cf-6b2e6f36da3f,Imprimante,Informatique,6,992.82,0.16,Sousse,2024-08-30,Lucy Fournier,Entreprise,2293.8,6,magasin,Espèces,4
6ccad9c0-20d3-4c5a-8246-49805bf34502,Téléphone,Électronique,1,1115.97,0.01,Bizerte,2025-05-11,Franck Pages,Entreprise,2431.03,2,en ligne,Carte bancaire,4
097f0d41-e133-42ae-b323-debba60d1b95,Ordinateur,Bureautique,1,1056.79,0.14,Bizerte,2024-10-05,Corinne du Chauvet,Entreprise,7122.95,8,magasin,Chèque,3
341e4a96-7ea5-4d1f-a018-ef6746507393,Ordinateur,Électronique,2,1816.73,0.15,Tunis,2025-03-31,Geneviève Jacquet,Entreprise,8754.3,2,magasin,Virement,3
ac5d94f9-4e55-4af5-8473-edd307ffd23f,Imprimante,Bureautique,4,1355.95,0.08,Sfax,2025-05-10,David Meyer,Particulier,9988.35,8,magasin,Chèque,2
337a3ebf-fd6f-46e7-adae-d05cc338993f,Tablette,Informatique,3,1446.47,0.01,Gabès,2025-04-18,Aimé Roger,Particulier,8369.05,10,magasin,Chèque,3
42d7f0ce-717d-4c28-ba0e-61ab259fb544,Écran,Bureautique,5,982.65,0.14,Bizerte,2025-06-14,Adèle Perret,Particulier,7886.02,0,magasin,Carte bancaire,3
d866006d-c6bd-45c4-9ab6-3cd6f2956374,Écran,Informatique,9,1378.45,0.07,Sfax,2024-10-06,Julie Boulanger,Entreprise,4558.32,5,magasin,Chèque,4
ed2a396a-3a76-4f75-8446-8590360e847d,Ordinateur,Électronique,5,1971.32,0.16,Sousse,2024-11-11,Éléonore Moreau de Besnard,Particulier,6942.64,6,en ligne,Carte bancaire,2
6edd8c99-9430-4438-a2fc-9d5cddc8de20,Tablette,Électronique,5,1721.51,0.1,Bizerte,2025-04-30,Eugène Baron,Particulier,5507.35,9,en ligne,Virement,2
6f2ef0cc-3552-4847-a5d3-3ac07391c907,Téléphone,Informatique,6,1197.29,0.18,Nabeul,2025-01-02,Dominique Samson-Le Roux,Entreprise,8777.14,5,magasin,Carte bancaire,1
67927a6e-1200-448f-bbc4-0082b06e2d05,Écran,Informatique,8,1133.95,0.15,Bizerte,2024-10-29,Bernard Guillot,Entreprise,4318.8,10,revendeur,Carte bancaire,2
0892bd40-b2ea-4dac-a84b-1af019cecf92,Écran,Bureautique,5,727.84,0.1,Bizerte,2025-01-30,Marcelle Raynaud de la Petit,Entreprise,1525.54,0,revendeur,Chèque,3
030780d4-e9a2-4918-90cb-7152f3dc49a5,Ordinateur,Bureautique,9,1792.53,0.1,Tunis,2024-12-15,Patrick Blondel,Particulier,6347.33,6,magasin,Virement,5
74471ad8-3e79-4850-ade2-9eb6349687d6,Clavier,Bureautique,8,671.58,0.0,Sfax,2024-09-26,David Legrand,Particulier,3729.11,6,revendeur,Chèque,2
4202cc69-3f02-4e9c-ace5-6b3d37166189,Tablette,Électronique,7,1355.42,0.13,Sfax,2024-06-20,Agnès de Letellier,Entreprise,5961.71,1,magasin,Virement,1
f8da366c-79e6-4ae7-bcf4-c35caafda737,Clavier,Électronique,8,486.12,0.09,Sfax,2024-11-30,Lucie Berger,Particulier,3777.79,2,en ligne,Chèque,2
104f1af9-4bcd-4523-b9d0-388a7f1e4c95,Téléphone,Informatique,1,255.48,0.19,Sfax,2025-04-21,David Dumont de la Nicolas,Entreprise,1948.74,6,magasin,Carte bancaire,1
4bd54944-0d47-477f-978b-af2a370cfda9,Ordinateur,Électronique,7,1523.61,0.07,Sousse,2025-04-18,Grégoire Martinez,Particulier,4467.45,10,magasin,Virement,5
bd2bcb6f-ba0a-4150-841f-6483ccacff7c,Imprimante,Informatique,5,1882.72,0.03,Gabès,2025-03-08,Bernard Monnier,Entreprise,3908.71,10,magasin,Chèque,2
5b8bbdd2-2d89-4255-9df8-a8438a465a4c,Tablette,Électronique,1,1010.83,0.01,Gabès,2024-11-11,Zacharie Voisin,Particulier,4088.45,8,revendeur,Virement,5
6db49896-cc17-4c90-8717-94b52bf2c311,Imprimante,Bureautique,8,1667.81,0.13,Tunis,2025-04-23,Éléonore Ferreira,Entreprise,9447.41,4,en ligne,Carte bancaire,1
5c0716a6-56b9-4d86-a453-3606014c4e1d,Imprimante,Électronique,4,1221.36,0.0,Sousse,2024-09-11,Lucas Pereira,Particulier,1497.27,8,magasin,Espèces,2
ca4d5942-f509-42b8-8fd1-05eb702196ac,Clavier,Bureautique,5,731.77,0.16,Sfax,2025-01-10,Aurore Barre,Particulier,3298.67,10,revendeur,Espèces,1
3bbc1742-dec3-4cbf-ab01-98df83f68fe8,Imprimante,Bureautique,3,1712.05,0.08,Sousse,2025-02-04,Agnès-Nathalie Prévost,Entreprise,1202.75,8,revendeur,Carte bancaire,1
04102803-e887-4f6e-9c1d-55bb5473187f,Écran,Bureautique,9,742.06,0.14,Tunis,2024-10-01,Rémy Benoit,Entreprise,9138.99,1,magasin,Carte bancaire,2
2d678def-5dd9-407b-8b90-c147f031420c,Ordinateur,Bureautique,10,1535.24,0.06,Nabeul,2024-08-27,Denis Leblanc,Particulier,9332.61,1,magasin,Carte bancaire,1
4b04d53e-5b54-4ed6-8f77-0b9f72106c67,Téléphone,Bureautique,10,433.17,0.06,Sfax,2024-12-12,William de la Charrier,Entreprise,8588.06,7,en ligne,Carte bancaire,4
78d5b643-fc24-4648-8284-5736731ed037,Clavier,Bureautique,5,1197.53,0.16,Sfax,2025-06-10,Roland Denis,Particulier,8851.29,7,revendeur,Espèces,3
4e73d7b5-25f7-4c29-badf-7d13d90a796a,Ordinateur,Bureautique,5,1799.16,0.07,Nabeul,2025-02-27,Aimé Potier,Particulier,9101.5,2,magasin,Chèque,3
a3efe9ff-d5a0-4e8b-90d9-78972c391d54,Tablette,Informatique,6,818.03,0.12,Tunis,2025-02-02,Laurent Marchal de la Pasquier,Entreprise,6001.45,10,revendeur,Virement,2
25baed42-ac51-4826-b5e3-b654e90d07f9,Tablette,Électronique,9,237.11,0.06,Sousse,2024-08-30,Mathilde Gautier,Entreprise,6213.76,5,revendeur,Espèces,5
78898ce7-916a-4898-9ea6-0e9d1c3a8698,Téléphone,Électronique,8,973.99,0.11,Tunis,2024-07-26,Océane de la Deschamps,Particulier,3132.16,4,magasin,Chèque,3
aad09a38-082b-4321-939e-3fc7d7a3280a,Écran,Informatique,1,175.02,0.17,Tunis,2024-12-09,Margaux Schmitt,Particulier,5882.55,3,revendeur,Carte bancaire,5
047336de-eff1-43e3-8b2d-e7e8d7e25aab,Tablette,Informatique,6,192.08,0.1,Sfax,2024-09-23,Sébastien Parent,Entreprise,2646.47,6,magasin,Chèque,1
f44d2b1c-cc52-4908-bb25-2042fa72e109,Imprimante,Informatique,2,1059.0,0.12,Tunis,2025-03-13,Augustin Labbé,Entreprise,7212.22,7,revendeur,Carte bancaire,4
ff83eb73-15d2-450d-9bf7-0065b5ed6ebc,Ordinateur,Informatique,10,611.18,0.11,Gabès,2024-10-14,Véronique Nguyen-Michel,Particulier,5755.03,9,en ligne,Carte bancaire,4
4f09ccfc-2122-4487-b0a0-97c7e9d9c0d6,Clavier,Électronique,3,1194.57,0.03,Sfax,2024-07-14,Alain Bruneau,Particulier,3810.82,10,magasin,Carte bancaire,2
ebbb636a-419c-424b-973b-a6e43533a0e3,Imprimante,Bureautique,2,968.34,0.11,Tunis,2024-08-09,Gilbert De Oliveira,Particulier,3060.53,0,revendeur,Espèces,2
33771f53-0845-43e8-835e-e5acae018342,Écran,Électronique,10,453.51,0.03,Sousse,2024-09-04,Jérôme-Louis Regnier,Entreprise,8715.46,9,revendeur,Chèque,2
e38b5573-6a68-423d-804f-e32bd88392c5,Imprimante,Électronique,5,589.53,0.13,Tunis,2024-07-08,Alexandria Martineau,Particulier,5778.64,1,en ligne,Virement,5
1d695bc9-25ac-4f1a-9365-64c36042e230,Téléphone,Bureautique,3,1358.13,0.04,Sfax,2024-12-15,Stéphane Gaillard Le Antoine,Entreprise,8438.34,8,magasin,Virement,1
37816dde-956d-4fde-a2e0-3d3b63509a0b,Imprimante,Informatique,10,352.35,0.07,Tunis,2024-10-22,Odette Pinto Le Wagner,Entreprise,9372.92,6,magasin,Virement,5
5081eba2-5998-47a0-abac-11b7a1740814,Imprimante,Bureautique,10,1329.18,0.1,Sousse,2025-01-18,Suzanne Humbert,Particulier,7336.87,6,en ligne,Chèque,4
959920eb-743a-42bc-8b83-ad462900cab6,Tablette,Électronique,5,1131.32,0.07,Nabeul,2025-01-03,Emmanuel Fischer,Entreprise,5393.08,1,magasin,Chèque,3
5afe6eb7-fdd2-4a31-8b56-bc11da759335,Écran,Bureautique,5,614.34,0.11,Sfax,2025-05-26,Matthieu Poulain,Particulier,8651.01,1,revendeur,Virement,4
17b8dd89-31e1-4ce1-89cb-7aa954ca9c31,Ordinateur,Bureautique,7,258.32,0.08,Tunis,2025-06-14,Vincent Arnaud,Particulier,7987.74,5,magasin,Carte bancaire,4
e229805f-9884-4456-b5d8-e1cc771d370e,Écran,Électronique,1,1252.42,0.06,Bizerte,2025-06-13,Thibault Laurent,Entreprise,1657.74,10,revendeur,Virement,4
f483af1f-f165-4abe-8a1f-38239ff9afbc,Ordinateur,Informatique,3,820.06,0.08,Nabeul,2025-05-11,Manon Launay,Particulier,8055.68,4,revendeur,Virement,4
abf99cd5-a2f6-4bee-8dcc-219c79e815f6,Imprimante,Informatique,1,1968.62,0.15,Sfax,2024-06-21,Simone Barthelemy-Gérard,Entreprise,4757.66,0,en ligne,Carte bancaire,2
fa1fbe18-0ba3-49cc-ad7c-d63b1a9c3cb4,Téléphone,Informatique,5,116.01,0.1,Tunis,2025-04-20,Émile Cordier,Particulier,3220.37,4,magasin,Virement,3
eced67f0-95c4-4bfe-96e0-c4eda6b6bd10,Téléphone,Bureautique,8,733.75,0.05,Bizerte,2024-08-15,Claude de Barbe,Particulier,5072.5,0,magasin,Carte bancaire,1
53bd21c8-77d1-447b-992b-93c41a2d4976,Écran,Bureautique,5,769.48,0.01,Gabès,2025-06-10,Benoît Barbier,Entreprise,7974.07,9,magasin,Chèque,1
9aa4f682-46c4-423f-9d86-f783a07744dc,Écran,Bureautique,4,196.9,0.07,Nabeul,2025-02-15,Jeannine Bouvier,Entreprise,1325.02,6,revendeur,Carte bancaire,4
1804915d-4a98-4caf-9c09-fab532d9dc80,Tablette,Bureautique,2,747.35,0.18,Bizerte,2024-06-24,Marc Michel,Particulier,9760.7,1,magasin,Virement,2
56325dcb-4d93-410c-b45d-61913cc995cd,Téléphone,Informatique,3,359.01,0.08,Sousse,2025-03-19,Astrid Le Gall,Particulier,8104.88,10,en ligne,Espèces,3
63177ef7-51ec-48bc-b504-445c39d929bc,Ordinateur,Électronique,3,1609.46,0.1,Gabès,2024-10-15,Pauline Neveu,Particulier,4617.08,0,en ligne,Carte bancaire,2
da76c078-ed3c-48e6-be40-420acd4f8c55,Clavier,Électronique,9,1669.55,0.09,Sfax,2024-12-02,Alfred Carre du Masse,Entreprise,9525.63,7,magasin,Carte bancaire,2
b802ddfc-dc7d-4d27-ad89-7f7a889f0cb1,Imprimante,Informatique,1,1588.42,0.11,Tunis,2025-02-26,Camille Peltier,Particulier,6231.38,10,en ligne,Chèque,2
22a26382-ba99-4de3-afd4-026959fc7755,Tablette,Bureautique,7,1009.0,0.07,Nabeul,2024-09-07,Margaud Martins,Particulier,2019.36,3,revendeur,Chèque,5
afabc640-e340-4dd0-813e-861abaf68e56,Téléphone,Bureautique,9,368.7,0.11,Gabès,2024-09-06,Caroline Moreno,Entreprise,3833.89,8,magasin,Virement,2
4ce92033-96b9-40ad-b62f-aa2be88a0a7a,Tablette,Informatique,4,1001.84,0.09,Tunis,2025-06-14,Louise Roussel,Particulier,4990.43,8,magasin,Espèces,2
6c0f9bce-c097-4b00-b8e6-a404d847b086,Clavier,Électronique,5,1221.55,0.19,Sfax,2024-10-30,Jacques-Honoré Baudry,Entreprise,3939.96,10,revendeur,Carte bancaire,5
0af70562-ecb3-4653-b5b3-2c32941bb0b7,Écran,Informatique,7,1607.36,0.18,Nabeul,2024-10-17,Philippine Fouquet,Particulier,4057.17,0,magasin,Espèces,1
5b96f3fd-abec-4d2b-aaf6-191e3fe602fc,Téléphone,Bureautique,10,1848.72,0.14,Tunis,2025-03-18,Catherine Petit Le Hebert,Entreprise,3269.63,3,revendeur,Chèque,2
f6e12e61-69e5-478a-87c8-1dba0e59a7db,Tablette,Informatique,2,903.07,0.06,Nabeul,2024-06-27,Adrienne Renault,Particulier,7953.25,9,revendeur,Espèces,2
b2f7f888-6ac9-40e1-9a45-9b6235b78b73,Ordinateur,Électronique,8,1607.19,0.17,Nabeul,2024-11-25,Antoinette Peron de la Hamel,Particulier,8760.36,9,revendeur,Carte bancaire,1
aa6f3333-4028-46a1-95ff-4f8336371917,Imprimante,Informatique,1,695.7,0.11,Tunis,2025-03-10,Lorraine de la Hamel,Entreprise,5271.56,3,revendeur,Virement,3
23d67625-afb2-4516-afbf-071c56787722,Tablette,Bureautique,6,146.28,0.12,Tunis,2024-11-12,Eugène de la Guillaume,Particulier,4570.43,4,revendeur,Carte bancaire,1
d6f9d498-cee9-4db3-8894-10b15170cffc,Tablette,Électronique,9,1402.14,0.19,Nabeul,2024-07-12,François Georges,Particulier,4859.91,7,en ligne,Espèces,5
7e842c8e-26a6-43c8-a2e6-4bb899664254,Tablette,Bureautique,6,1212.75,0.07,Sfax,2024-06-20,Thibaut Pasquier,Particulier,8985.98,6,revendeur,Chèque,2
09f21751-f742-45e6-af2d-60d2ee8ded15,Écran,Informatique,4,1756.09,0.07,Sousse,2024-07-27,Andrée Allain,Particulier,2083.9,1,revendeur,Virement,3
fbfea9f5-4fa8-4c03-a2bf-0dd6d992a81b,Téléphone,Informatique,6,744.06,0.05,Nabeul,2024-10-15,Antoine Morel-Samson,Particulier,3468.75,8,en ligne,Carte bancaire,1
1a9e4ca3-0466-4b3a-94bf-c5b5377d4858,Ordinateur,Bureautique,7,1395.03,0.06,Bizerte,2024-07-10,Dorothée Blanc,Particulier,7857.62,1,revendeur,Chèque,2
8439076e-0eab-40f4-9250-e91c7d8a2d96,Tablette,Bureautique,8,1628.81,0.16,Nabeul,2024-11-12,Gabriel Charrier,Particulier,7752.67,10,en ligne,Espèces,5
5b2db2b6-f62b-40a2-acf2-b594989c5e72,Écran,Informatique,6,457.27,0.0,Gabès,2025-02-03,Alfred Rodrigues-Daniel,Particulier,4489.05,6,magasin,Carte bancaire,1
ffda278e-e653-40bc-9c6a-bd48a0962625,Clavier,Bureautique,6,1699.56,0.03,Tunis,2024-10-29,Jérôme du Hebert,Entreprise,7330.98,5,magasin,Espèces,3
b4f55869-9681-4563-adc5-82ab28791826,Ordinateur,Bureautique,2,1679.3,0.12,Nabeul,2025-02-25,Isabelle de la Guillaume,Entreprise,1507.77,8,revendeur,Virement,4
17810492-1a9b-4838-a8f0-90b454397a62,Ordinateur,Informatique,10,348.28,0.11,Bizerte,2024-09-04,Colette Moreno-Voisin,Entreprise,9449.42,0,revendeur,Carte bancaire,3
d1226e4b-7c5c-42e8-9837-774dfaed579e,Clavier,Informatique,1,1841.52,0.16,Nabeul,2025-04-09,Jérôme François,Particulier,3867.64,8,magasin,Carte bancaire,3
cb2f88bb-426d-4f0f-9e47-c756f5a8bbd7,Clavier,Informatique,7,1236.43,0.01,Sousse,2024-09-09,Adèle Weiss,Entreprise,8132.52,2,revendeur,Chèque,5
98ef145f-21fd-4488-9e37-a9badb71862f,Imprimante,Électronique,9,1351.59,0.03,Sousse,2024-09-19,Danielle de Valentin,Entreprise,3007.85,0,magasin,Carte bancaire,3
2fcd6540-fd4b-4657-be54-0d40025f34f4,Téléphone,Bureautique,2,1157.62,0.05,Gabès,2024-11-15,Tristan Lombard,Particulier,1669.34,2,revendeur,Virement,4
d78f91fc-58a8-4202-ac18-a6f5dd801388,Tablette,Informatique,9,1593.96,0.1,Tunis,2024-09-17,Arthur Lemaire-Leroux,Entreprise,2055.98,10,en ligne,Virement,5
e127fb95-57ab-449f-a3ea-91b076461974,Tablette,Bureautique,5,1123.08,0.16,Bizerte,2024-08-20,Raymond Gonzalez de Leroux,Entreprise,1598.87,3,en ligne,Virement,2
d8ad8afc-258d-4a02-b1bf-5d32ad3b1808,Écran,Électronique,4,661.07,0.17,Sousse,2025-04-23,Vincent Gilbert,Particulier,4872.4,8,revendeur,Virement,4
d6aa476b-e674-4734-9f8c-280d09a9ab70,Clavier,Bureautique,3,1423.98,0.09,Sfax,2024-07-18,Gilles Samson-Fischer,Particulier,7045.48,0,en ligne,Espèces,3
6760a662-8c24-4061-9b97-20098a84266d,Tablette,Électronique,2,1761.71,0.07,Tunis,2025-01-29,Honoré Morin,Particulier,9216.16,9,revendeur,Virement,3
22225451-9a33-4d9b-a8b5-a15f9cb98984,Imprimante,Bureautique,8,1655.36,0.15,Sfax,2024-10-01,Joséphine Berger-Morel,Particulier,3770.59,5,revendeur,Espèces,5
758cd97c-327b-4c9d-bb4a-e3fd355be182,Ordinateur,Informatique,6,1412.08,0.05,Sousse,2024-08-13,Thomas Roux,Particulier,9168.22,2,en ligne,Chèque,4
2256dfad-5059-4dbf-961b-04b800e21603,Imprimante,Bureautique,3,1248.08,0.06,Bizerte,2024-09-07,Patrick Maillet du Renaud,Particulier,5432.28,10,en ligne,Espèces,1
ed0a802f-fe1b-4bc0-abc2-22be78688da6,Imprimante,Électronique,1,1418.28,0.06,Bizerte,2025-01-30,Alexandrie Boulanger,Particulier,7715.11,10,en ligne,Carte bancaire,4
4ff69191-b6af-4fe6-9017-14d7246fea80,Clavier,Électronique,4,825.09,0.02,Sousse,2024-09-18,Henriette Antoine du Sanchez,Entreprise,7795.29,5,en ligne,Carte bancaire,1
b05f8d1e-9dcc-4ca6-bfd5-5ec45add6331,Imprimante,Électronique,4,124.69,0.13,Sfax,2024-07-15,Camille Loiseau-Leblanc,Particulier,9227.44,2,revendeur,Espèces,4
d331d059-ba55-4a1d-91db-59955c07b937,Téléphone,Bureautique,5,1182.96,0.06,Nabeul,2024-09-14,Eugène Besnard,Entreprise,1851.61,8,magasin,Espèces,5
e645a98a-1d5e-44e6-8efc-3cb2201ac15e,Clavier,Informatique,6,879.15,0.04,Sfax,2025-02-25,Marianne Alexandre-Bousquet,Entreprise,3328.48,3,magasin,Espèces,1
3e0ffb19-ee89-409b-a062-de683ccba46e,Tablette,Électronique,9,1727.81,0.13,Bizerte,2024-12-29,Maurice Hamel,Entreprise,5285.56,3,revendeur,Chèque,2
bd174e4d-f141-44d9-ae7d-f6a8ea57c54d,Tablette,Électronique,3,509.97,0.06,Sfax,2024-11-06,Alexandre Julien,Entreprise,1628.78,4,revendeur,Chèque,1
86ac1272-e4c9-44d9-ab11-9fb2135ea2b3,Écran,Électronique,4,162.78,0.2,Tunis,2024-10-28,Renée Bourgeois,Particulier,5622.79,1,en ligne,Carte bancaire,2
c0464e50-23f6-4c73-9e98-6c5999272239,Téléphone,Informatique,9,741.08,0.03,Sfax,2024-07-19,Anne Laurent de Rocher,Particulier,9828.09,6,magasin,Virement,2
f519cf01-6e40-4545-99dc-37097cfca47c,Ordinateur,Électronique,8,759.59,0.06,Sousse,2024-11-18,Arthur Simon,Entreprise,3081.63,8,en ligne,Carte bancaire,1
fe19b0d8-bd09-4c2e-84e1-84c3ae4277f7,Imprimante,Bureautique,4,271.99,0.09,Tunis,2024-12-30,Océane Rodriguez,Entreprise,3875.06,6,en ligne,Espèces,4
5289b6b5-63fa-446c-88fd-a60803a724ac,Ordinateur,Électronique,2,1587.51,0.2,Sousse,2024-10-05,Éléonore Godard de De Oliveira,Particulier,4493.88,1,revendeur,Virement,3
30f3fba4-e773-4b17-aa65-85056cefcf5c,Ordinateur,Informatique,6,1599.0,0.08,Sousse,2024-11-05,Grégoire Le Maillard,Entreprise,2163.91,10,revendeur,Virement,5
5e1d7b65-d8c0-444d-835c-09084c17c2de,Ordinateur,Bureautique,3,1642.34,0.08,Nabeul,2024-12-31,Anne Le Le Roux,Particulier,6065.96,8,magasin,Carte bancaire,4
d4543298-7be3-441e-b470-825085e425a0,Imprimante,Informatique,3,868.54,0.17,Sfax,2024-10-11,Noël Perrin,Particulier,8850.18,4,magasin,Espèces,3
a559b04f-6e18-4956-bced-ef813aafbb95,Imprimante,Informatique,10,699.33,0.18,Nabeul,2025-05-20,Virginie-Dorothée Gimenez,Entreprise,7703.97,10,en ligne,Chèque,2
1bb16a08-9461-439b-8e91-36eb16be3f3e,Tablette,Bureautique,9,359.67,0.11,Sousse,2025-03-23,Robert Petit,Entreprise,7866.64,4,revendeur,Virement,4
2995c404-dea1-4b72-9c87-2804d89ab7bb,Ordinateur,Électronique,7,628.07,0.01,Tunis,2024-12-19,Gabrielle Marchand Le Delannoy,Particulier,6851.01,10,en ligne,Virement,3
73bd0ce0-5625-4e73-b598-5c3b7bf32e50,Imprimante,Bureautique,8,546.41,0.0,Gabès,2025-06-14,Alexandrie de Aubert,Particulier,6237.73,9,revendeur,Espèces,5
835adbe3-36c8-4461-86bd-7bc7b80f7d0b,Écran,Informatique,5,1825.74,0.07,Gabès,2024-06-21,Robert de la Perrin,Entreprise,4411.49,1,en ligne,Chèque,1
fffc545b-7b5a-428c-8de4-c078b548db57,Ordinateur,Informatique,3,875.16,0.18,Sfax,2024-12-03,Marine du Morel,Entreprise,2329.23,10,magasin,Chèque,3
31349160-4086-4b04-94a3-fec4f5cb1a27,Ordinateur,Électronique,1,1831.28,0.19,Sfax,2025-02-20,Aimée Baudry du Albert,Entreprise,5630.71,8,en ligne,Chèque,3
d7b35e48-9c1c-44d1-a26b-28776535fa33,Imprimante,Bureautique,7,1627.11,0.02,Nabeul,2024-07-22,Michelle Leleu Le Blanchard,Entreprise,1671.62,7,magasin,Chèque,5
